Name,Runtime,analysis,config,data.group1,data.group2,acc@1,acc@5,acc@N
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/416.yaml,graffiti(pole),graffiti(wall),0.0,0.5,0.5
VisDiff-MetaShift,74,,configs/sweep_metashift_purity1.0_seed0/417.yaml,graffiti(pole),graffiti(sign),0.0,0.0,0.0
VisDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/418.yaml,graffiti(sign),graffiti(wall),0.0,1.0,1.0
VisDiff-MetaShift,107,,configs/sweep_metashift_purity1.0_seed0/419.yaml,train tracks(train),train tracks(gravel),0.0,0.5,0.5
VisDiff-MetaShift,71,,configs/sweep_metashift_purity1.0_seed0/420.yaml,train tracks(train),train tracks(fence),0.5,0.5,0.5
VisDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/421.yaml,train tracks(fence),train tracks(gravel),0.0,0.0,0.0
VisDiff-MetaShift,107,,configs/sweep_metashift_purity1.0_seed0/422.yaml,power lines(train),power lines(trees),0.0,0.5,0.5
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/423.yaml,power lines(sky),power lines(trees),0.0,0.0,0.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/424.yaml,power lines(pole),power lines(building),0.0,0.0,0.0
VisDiff-MetaShift,49,,configs/sweep_metashift_purity1.0_seed0/425.yaml,power lines(pole),power lines(sky),0.0,0.0,0.0
VisDiff-MetaShift,48,,configs/sweep_metashift_purity1.0_seed0/426.yaml,power lines(train),power lines(pole),0.0,0.5,0.5
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/427.yaml,train(train tracks),train(bench),0.0,1.0,1.0
VisDiff-MetaShift,70,,configs/sweep_metashift_purity1.0_seed0/428.yaml,train(train tracks),train(ceiling),1.0,1.0,1.0
VisDiff-MetaShift,109,,configs/sweep_metashift_purity1.0_seed0/429.yaml,train(people),train(wires),0.0,1.0,1.0
VisDiff-MetaShift,110,,configs/sweep_metashift_purity1.0_seed0/430.yaml,train(street light),train(bag),0.0,0.0,0.0
VisDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/431.yaml,train(wires),train(bench),0.5,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/432.yaml,door(toilet),door(sign),0.0,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/433.yaml,door(boy),door(curtain),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/434.yaml,door(window),door(stairs),0.0,0.0,0.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/435.yaml,door(clock),door(plate),1.0,1.0,1.0
VisDiff-MetaShift,70,,configs/sweep_metashift_purity1.0_seed0/436.yaml,door(towel),door(stairs),0.0,0.5,0.5
VisDiff-MetaShift,111,,configs/sweep_metashift_purity1.0_seed0/437.yaml,cone(helmet),cone(fence),0.0,0.0,0.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/438.yaml,cone(car),cone(person),0.5,0.5,0.5
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/439.yaml,cone(helmet),cone(truck),0.0,0.0,0.0
VisDiff-MetaShift,48,,configs/sweep_metashift_purity1.0_seed0/440.yaml,cone(car),cone(helmet),0.0,0.0,0.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/441.yaml,cone(airplane),cone(man),0.5,0.5,0.5
VisDiff-MetaShift,110,,configs/sweep_metashift_purity1.0_seed0/442.yaml,airplane(clouds),airplane(person),1.0,1.0,1.0
VisDiff-MetaShift,111,,configs/sweep_metashift_purity1.0_seed0/443.yaml,airplane(sky),airplane(truck),1.0,1.0,1.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/444.yaml,airplane(sign),airplane(water),0.5,0.5,0.5
VisDiff-MetaShift,88,,configs/sweep_metashift_purity1.0_seed0/445.yaml,airplane(trees),airplane(clouds),1.0,1.0,1.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/446.yaml,airplane(trees),airplane(fence),0.0,0.0,0.0
VisDiff-MetaShift,108,,configs/sweep_metashift_purity1.0_seed0/447.yaml,runway(airplane),runway(grass),0.0,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/448.yaml,words(sign),words(wall),0.0,1.0,1.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/449.yaml,elephant(woman),elephant(leaves),0.0,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/450.yaml,elephant(rocks),elephant(bushes),0.0,1.0,1.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/451.yaml,elephant(bush),elephant(fence),0.5,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/452.yaml,elephant(building),elephant(trees),0.0,1.0,1.0
VisDiff-MetaShift,91,,configs/sweep_metashift_purity1.0_seed0/453.yaml,elephant(tree),elephant(bush),0.0,0.0,0.0
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/454.yaml,picture(desk),picture(television),1.0,1.0,1.0
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/455.yaml,picture(desk),picture(fence),0.5,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/456.yaml,picture(table),picture(cabinet),0.0,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/457.yaml,picture(man),picture(vase),0.0,0.0,0.0
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/458.yaml,picture(desk),picture(cat),1.0,1.0,1.0
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/459.yaml,toilet(bottle),toilet(pipe),0.0,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/460.yaml,toilet(window),toilet(toilet paper),0.5,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/461.yaml,toilet(lid),toilet(bathtub),0.5,0.5,0.5
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/462.yaml,toilet(lid),toilet(box),0.0,0.0,0.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/463.yaml,toilet(faucet),toilet(towel),0.5,0.5,0.5
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/464.yaml,soap(mirror),soap(sink),0.0,0.5,0.5
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/465.yaml,soap(faucet),soap(towel),0.0,0.5,0.5
VisDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/466.yaml,soap(mirror),soap(faucet),0.0,0.0,0.0
VisDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/467.yaml,soap(sink),soap(towel),0.0,0.0,0.0
VisDiff-MetaShift,35,,configs/sweep_metashift_purity1.0_seed0/468.yaml,soap(mirror),soap(towel),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/469.yaml,outlet(mirror),outlet(wall),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/470.yaml,paper(toilet),paper(desk),0.5,1.0,1.0
VisDiff-MetaShift,95,,configs/sweep_metashift_purity1.0_seed0/471.yaml,paper(desk),paper(pole),0.5,1.0,1.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/472.yaml,paper(table),paper(bread),0.0,0.5,0.5
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/473.yaml,paper(table),paper(plate),0.0,0.0,0.0
VisDiff-MetaShift,33,,configs/sweep_metashift_purity1.0_seed0/474.yaml,paper(toilet),paper(bread),0.0,1.0,1.0
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/475.yaml,sink(mirror),sink(pipe),0.5,0.5,0.5
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/476.yaml,sink(toilet),sink(cup),1.0,1.0,1.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/477.yaml,sink(towel),sink(bowl),0.0,0.5,0.5
VisDiff-MetaShift,51,,configs/sweep_metashift_purity1.0_seed0/478.yaml,sink(mirror),sink(towel),1.0,1.0,1.0
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/479.yaml,sink(wall),sink(counter),0.5,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/480.yaml,floor(pot),floor(desk),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/481.yaml,floor(refrigerator),floor(couch),0.0,0.5,0.5
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/482.yaml,floor(cat),floor(book),1.0,1.0,1.0
VisDiff-MetaShift,115,,configs/sweep_metashift_purity1.0_seed0/483.yaml,floor(container),floor(can),0.0,0.0,0.0
VisDiff-MetaShift,73,,configs/sweep_metashift_purity1.0_seed0/484.yaml,floor(refrigerator),floor(blanket),0.0,0.5,0.5
VisDiff-MetaShift,110,,configs/sweep_metashift_purity1.0_seed0/485.yaml,bathroom(towel),bathroom(cabinet),0.0,0.0,0.0
VisDiff-MetaShift,86,,configs/sweep_metashift_purity1.0_seed0/486.yaml,bathroom(cabinet),bathroom(toilet paper),1.0,1.0,1.0
VisDiff-MetaShift,36,,configs/sweep_metashift_purity1.0_seed0/487.yaml,bathroom(towel),bathroom(toilet paper),0.0,0.0,0.0
VisDiff-MetaShift,72,,configs/sweep_metashift_purity1.0_seed0/488.yaml,bathroom(curtain),bathroom(toilet paper),1.0,1.0,1.0
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/489.yaml,bathroom(towel),bathroom(trash can),0.0,0.5,0.5
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/490.yaml,drawer(sink),drawer(counter),0.0,0.0,0.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/491.yaml,drawer(desk),drawer(bottle),0.0,0.5,0.5
VisDiff-MetaShift,95,,configs/sweep_metashift_purity1.0_seed0/492.yaml,drawer(bottle),drawer(chair),0.0,0.5,0.5
VisDiff-MetaShift,72,,configs/sweep_metashift_purity1.0_seed0/493.yaml,drawer(desk),drawer(oven),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/494.yaml,drawer(towel),drawer(refrigerator),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/495.yaml,pavement(fence),pavement(skateboard),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/496.yaml,pavement(car),pavement(person),0.5,1.0,1.0
VisDiff-MetaShift,35,,configs/sweep_metashift_purity1.0_seed0/497.yaml,pavement(car),pavement(skateboard),0.5,1.0,1.0
VisDiff-MetaShift,92,,configs/sweep_metashift_purity1.0_seed0/498.yaml,pavement(person),pavement(people),0.0,0.5,0.5
VisDiff-MetaShift,74,,configs/sweep_metashift_purity1.0_seed0/499.yaml,pavement(person),pavement(man),0.5,0.5,0.5
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/500.yaml,house(woman),house(bushes),0.5,0.5,0.5
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/501.yaml,house(tree),house(people),0.5,0.5,0.5
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/502.yaml,house(boat),house(bushes),0.5,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/503.yaml,house(person),house(water),0.0,0.0,0.0
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/504.yaml,house(truck),house(people),0.5,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/505.yaml,arrow(sign),arrow(street sign),0.0,0.0,0.0
VisDiff-MetaShift,123,,configs/sweep_metashift_purity1.0_seed0/506.yaml,box(counter),box(television),0.0,0.0,0.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/507.yaml,box(plate),box(food),0.0,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/508.yaml,box(bag),box(lamp),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/509.yaml,box(screen),box(table),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/510.yaml,box(fence),box(keyboard),0.5,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/511.yaml,salad(table),salad(bowl),0.0,0.5,0.5
VisDiff-MetaShift,94,,configs/sweep_metashift_purity1.0_seed0/512.yaml,salad(fork),salad(table),0.0,0.5,0.5
VisDiff-MetaShift,35,,configs/sweep_metashift_purity1.0_seed0/513.yaml,salad(fork),salad(bowl),0.0,0.0,0.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/514.yaml,salad(fork),salad(plate),0.0,0.0,0.0
VisDiff-MetaShift,75,,configs/sweep_metashift_purity1.0_seed0/515.yaml,salad(food),salad(plate),0.5,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/516.yaml,table(apple),table(building),1.0,1.0,1.0
VisDiff-MetaShift,114,,configs/sweep_metashift_purity1.0_seed0/517.yaml,table(pillow),table(carpet),0.5,0.5,0.5
VisDiff-MetaShift,81,,configs/sweep_metashift_purity1.0_seed0/518.yaml,table(backpack),table(carpet),0.5,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/519.yaml,table(clock),table(girl),1.0,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/520.yaml,table(person),table(books),0.5,1.0,1.0
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/521.yaml,lettuce(meat),lettuce(sandwich),0.5,0.5,0.5
VisDiff-MetaShift,76,,configs/sweep_metashift_purity1.0_seed0/522.yaml,lettuce(fork),lettuce(sandwich),0.5,0.5,0.5
VisDiff-MetaShift,112,,configs/sweep_metashift_purity1.0_seed0/523.yaml,lettuce(tomato),lettuce(bread),0.0,0.0,0.0
VisDiff-MetaShift,96,,configs/sweep_metashift_purity1.0_seed0/524.yaml,lettuce(cheese),lettuce(meat),0.0,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/525.yaml,lettuce(food),lettuce(plate),0.0,0.5,0.5
VisDiff-MetaShift,117,,configs/sweep_metashift_purity1.0_seed0/526.yaml,apple(orange),apple(fruit),0.5,0.5,0.5
VisDiff-MetaShift,78,,configs/sweep_metashift_purity1.0_seed0/527.yaml,apple(orange),apple(bowl),0.0,0.5,0.5
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/528.yaml,apple(orange),apple(banana),0.5,0.5,0.5
VisDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/529.yaml,apple(banana),apple(fruit),0.0,0.5,0.5
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/530.yaml,apple(table),apple(banana),0.0,0.5,0.5
VisDiff-MetaShift,130,,configs/sweep_metashift_purity1.0_seed0/531.yaml,giraffe(ground),giraffe(bushes),0.0,0.5,0.5
VisDiff-MetaShift,99,,configs/sweep_metashift_purity1.0_seed0/532.yaml,giraffe(bushes),giraffe(branches),0.5,0.5,0.5
VisDiff-MetaShift,130,,configs/sweep_metashift_purity1.0_seed0/533.yaml,giraffe(tree),giraffe(dirt),1.0,1.0,1.0
VisDiff-MetaShift,88,,configs/sweep_metashift_purity1.0_seed0/534.yaml,giraffe(zebra),giraffe(branches),0.5,0.5,0.5
VisDiff-MetaShift,129,,configs/sweep_metashift_purity1.0_seed0/535.yaml,giraffe(fence),giraffe(rocks),0.5,1.0,1.0
VisDiff-MetaShift,124,,configs/sweep_metashift_purity1.0_seed0/536.yaml,boat(water),boat(bird),0.5,0.5,0.5
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/537.yaml,boat(people),boat(person),0.0,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/538.yaml,boat(building),boat(umbrella),0.5,0.5,0.5
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/539.yaml,boat(building),boat(trees),0.5,0.5,0.5
VisDiff-MetaShift,83,,configs/sweep_metashift_purity1.0_seed0/540.yaml,boat(man),boat(bird),0.5,1.0,1.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/541.yaml,purse(man),purse(woman),0.0,0.0,0.0
VisDiff-MetaShift,130,,configs/sweep_metashift_purity1.0_seed0/542.yaml,purse(girl),purse(umbrella),0.0,0.0,0.0
VisDiff-MetaShift,103,,configs/sweep_metashift_purity1.0_seed0/543.yaml,purse(woman),purse(bag),0.0,0.0,0.0
VisDiff-MetaShift,55,,configs/sweep_metashift_purity1.0_seed0/544.yaml,purse(woman),purse(girl),0.0,0.0,0.0
VisDiff-MetaShift,38,,configs/sweep_metashift_purity1.0_seed0/545.yaml,purse(woman),purse(umbrella),0.0,0.0,0.0
VisDiff-MetaShift,124,,configs/sweep_metashift_purity1.0_seed0/546.yaml,lady(shorts),lady(girl),0.0,0.5,0.5
VisDiff-MetaShift,123,,configs/sweep_metashift_purity1.0_seed0/547.yaml,lady(woman),lady(glasses),0.0,0.0,0.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/548.yaml,lady(shoes),lady(plate),0.0,0.0,0.0
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/549.yaml,lady(ground),lady(plate),0.0,0.0,0.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/550.yaml,lady(umbrella),lady(coat),1.0,1.0,1.0
VisDiff-MetaShift,127,,configs/sweep_metashift_purity1.0_seed0/551.yaml,rope(man),rope(fence),0.0,0.0,0.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/552.yaml,rope(boat),rope(woman),0.5,1.0,1.0
VisDiff-MetaShift,52,,configs/sweep_metashift_purity1.0_seed0/553.yaml,rope(boat),rope(man),0.5,1.0,1.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/554.yaml,rope(people),rope(pole),0.5,0.5,0.5
VisDiff-MetaShift,36,,configs/sweep_metashift_purity1.0_seed0/555.yaml,rope(man),rope(pole),0.5,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/556.yaml,buildings(train),buildings(fence),0.5,1.0,1.0
VisDiff-MetaShift,95,,configs/sweep_metashift_purity1.0_seed0/557.yaml,buildings(fence),buildings(bus),0.5,0.5,0.5
VisDiff-MetaShift,81,,configs/sweep_metashift_purity1.0_seed0/558.yaml,buildings(train),buildings(trees),1.0,1.0,1.0
VisDiff-MetaShift,93,,configs/sweep_metashift_purity1.0_seed0/559.yaml,buildings(sky),buildings(train),0.0,0.0,0.0
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/560.yaml,buildings(car),buildings(train),0.0,1.0,1.0
VisDiff-MetaShift,118,,configs/sweep_metashift_purity1.0_seed0/561.yaml,sidewalk(dog),sidewalk(cars),0.5,0.5,0.5
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/562.yaml,sidewalk(people),sidewalk(child),0.5,0.5,0.5
VisDiff-MetaShift,80,,configs/sweep_metashift_purity1.0_seed0/563.yaml,sidewalk(dog),sidewalk(suv),0.0,0.5,0.5
VisDiff-MetaShift,116,,configs/sweep_metashift_purity1.0_seed0/564.yaml,sidewalk(truck),sidewalk(bus),0.0,0.5,0.5
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/565.yaml,sidewalk(woman),sidewalk(boy),0.0,0.5,0.5
VisDiff-MetaShift,124,,configs/sweep_metashift_purity1.0_seed0/566.yaml,bird(grass),bird(branch),0.0,0.5,0.5
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/567.yaml,bird(grass),bird(building),0.5,0.5,0.5
VisDiff-MetaShift,126,,configs/sweep_metashift_purity1.0_seed0/568.yaml,bird(boat),bird(rock),0.5,0.5,0.5
VisDiff-MetaShift,80,,configs/sweep_metashift_purity1.0_seed0/569.yaml,bird(wall),bird(building),0.0,0.5,0.5
VisDiff-MetaShift,97,,configs/sweep_metashift_purity1.0_seed0/570.yaml,bird(water),bird(boat),0.5,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/571.yaml,palm tree(person),palm tree(man),0.0,0.0,0.0
VisDiff-MetaShift,97,,configs/sweep_metashift_purity1.0_seed0/572.yaml,palm tree(man),palm tree(building),0.0,0.5,0.5
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/573.yaml,palm tree(sky),palm tree(man),0.5,0.5,0.5
VisDiff-MetaShift,36,,configs/sweep_metashift_purity1.0_seed0/574.yaml,palm tree(sky),palm tree(building),0.0,0.5,0.5
VisDiff-MetaShift,35,,configs/sweep_metashift_purity1.0_seed0/575.yaml,palm tree(person),palm tree(building),0.0,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/576.yaml,kite(water),kite(sand),0.0,0.5,0.5
VisDiff-MetaShift,99,,configs/sweep_metashift_purity1.0_seed0/577.yaml,kite(girl),kite(water),0.5,0.5,0.5
VisDiff-MetaShift,123,,configs/sweep_metashift_purity1.0_seed0/578.yaml,kite(person),kite(ground),0.0,1.0,1.0
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/579.yaml,kite(people),kite(sand),1.0,1.0,1.0
VisDiff-MetaShift,95,,configs/sweep_metashift_purity1.0_seed0/580.yaml,kite(sky),kite(people),0.5,0.5,0.5
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/581.yaml,motorcycle(people),motorcycle(person),0.0,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/582.yaml,motorcycle(fence),motorcycle(bike),0.5,1.0,1.0
VisDiff-MetaShift,97,,configs/sweep_metashift_purity1.0_seed0/583.yaml,motorcycle(person),motorcycle(mirror),0.0,0.0,0.0
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/584.yaml,motorcycle(people),motorcycle(wall),0.5,1.0,1.0
VisDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/585.yaml,motorcycle(wall),motorcycle(bike),0.0,0.5,0.5
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/586.yaml,jacket(chair),jacket(bench),0.0,0.0,0.0
VisDiff-MetaShift,81,,configs/sweep_metashift_purity1.0_seed0/587.yaml,jacket(shirt),jacket(bench),0.0,0.5,0.5
VisDiff-MetaShift,58,,configs/sweep_metashift_purity1.0_seed0/588.yaml,jacket(shirt),jacket(chair),0.0,0.0,0.0
VisDiff-MetaShift,123,,configs/sweep_metashift_purity1.0_seed0/589.yaml,street light(train),street light(bus),0.0,0.5,0.5
VisDiff-MetaShift,124,,configs/sweep_metashift_purity1.0_seed0/590.yaml,street light(wall),street light(car),0.0,0.5,0.5
VisDiff-MetaShift,85,,configs/sweep_metashift_purity1.0_seed0/591.yaml,street light(tree),street light(bus),0.0,0.5,0.5
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/592.yaml,street light(building),street light(bus),0.0,0.0,0.0
VisDiff-MetaShift,98,,configs/sweep_metashift_purity1.0_seed0/593.yaml,street light(man),street light(wall),0.0,0.0,0.0
VisDiff-MetaShift,128,,configs/sweep_metashift_purity1.0_seed0/594.yaml,woman(stroller),woman(traffic light),0.0,0.5,0.5
VisDiff-MetaShift,124,,configs/sweep_metashift_purity1.0_seed0/595.yaml,woman(socks),woman(bed),0.0,0.0,0.0
VisDiff-MetaShift,129,,configs/sweep_metashift_purity1.0_seed0/596.yaml,woman(wristband),woman(tray),0.5,0.5,0.5
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/597.yaml,woman(pot),woman(television),0.5,0.5,0.5
VisDiff-MetaShift,128,,configs/sweep_metashift_purity1.0_seed0/598.yaml,woman(tree),woman(platform),0.0,0.5,0.5
VisDiff-MetaShift,129,,configs/sweep_metashift_purity1.0_seed0/599.yaml,net(player),net(people),0.5,1.0,1.0
VisDiff-MetaShift,85,,configs/sweep_metashift_purity1.0_seed0/600.yaml,net(man),net(people),1.0,1.0,1.0
VisDiff-MetaShift,53,,configs/sweep_metashift_purity1.0_seed0/601.yaml,net(man),net(player),0.0,0.5,0.5
VisDiff-MetaShift,127,,configs/sweep_metashift_purity1.0_seed0/602.yaml,racket(spectators),racket(girl),0.5,1.0,1.0
VisDiff-MetaShift,124,,configs/sweep_metashift_purity1.0_seed0/603.yaml,racket(ball),racket(people),0.5,1.0,1.0
VisDiff-MetaShift,97,,configs/sweep_metashift_purity1.0_seed0/604.yaml,racket(tennis ball),racket(spectators),0.5,0.5,0.5
VisDiff-MetaShift,84,,configs/sweep_metashift_purity1.0_seed0/605.yaml,racket(chair),racket(girl),0.0,0.0,0.0
VisDiff-MetaShift,87,,configs/sweep_metashift_purity1.0_seed0/606.yaml,racket(person),racket(spectators),0.0,1.0,1.0
VisDiff-MetaShift,125,,configs/sweep_metashift_purity1.0_seed0/607.yaml,couple(man),couple(shirt),0.0,0.0,0.0
VisDiff-MetaShift,113,,configs/sweep_metashift_purity1.0_seed0/608.yaml,gravel(train),gravel(train tracks),0.0,0.0,0.0
VisDiff-MetaShift,119,,configs/sweep_metashift_purity1.0_seed0/609.yaml,horse(carriage),horse(grass),0.5,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/610.yaml,horse(person),horse(woman),0.0,0.5,0.5
VisDiff-MetaShift,92,,configs/sweep_metashift_purity1.0_seed0/611.yaml,horse(woman),horse(wall),0.5,0.5,0.5
VisDiff-MetaShift,79,,configs/sweep_metashift_purity1.0_seed0/612.yaml,horse(person),horse(dirt),0.5,0.5,0.5
VisDiff-MetaShift,77,,configs/sweep_metashift_purity1.0_seed0/613.yaml,horse(water),horse(dirt),1.0,1.0,1.0
VisDiff-MetaShift,120,,configs/sweep_metashift_purity1.0_seed0/614.yaml,cart(man),cart(person),0.5,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/615.yaml,seat(chair),seat(bag),0.5,0.5,0.5
VisDiff-MetaShift,122,,configs/sweep_metashift_purity1.0_seed0/616.yaml,seat(man),seat(motorcycle),0.0,0.5,0.5
VisDiff-MetaShift,50,,configs/sweep_metashift_purity1.0_seed0/617.yaml,seat(man),seat(chair),0.5,0.5,0.5
VisDiff-MetaShift,95,,configs/sweep_metashift_purity1.0_seed0/618.yaml,seat(motorcycle),seat(bike),0.0,0.5,0.5
VisDiff-MetaShift,80,,configs/sweep_metashift_purity1.0_seed0/619.yaml,seat(bench),seat(chair),1.0,1.0,1.0
VisDiff-MetaShift,121,,configs/sweep_metashift_purity1.0_seed0/620.yaml,pipe(sink),pipe(toilet),0.0,0.5,0.5
VisDiff-MetaShift,81,,configs/sweep_metashift_purity1.0_seed0/621.yaml,pipe(wall),pipe(toilet),0.0,0.0,0.0
VisDiff-MetaShift,54,,configs/sweep_metashift_purity1.0_seed0/622.yaml,pipe(wall),pipe(sink),0.0,0.0,0.0
VisDiff-MetaShift,82,,configs/sweep_metashift_purity1.0_seed0/623.yaml,pipe(building),pipe(sink),0.0,0.0,0.0
